"edge_id","country","mechanism_id","mechanism_name","source_actor_id","source_actor_name","target_actor_id","target_actor_name","relationship_type","process_stage","domestic_source_id","citation","legal_text_excerpt","legal_anchor_type","anchor_strength","mandatory_or_discretionary","timeline_defined","remedy_available","territorial_level","edge_confidence","edge_derivation_method","manual_review_required","notes","exclusion_reason"
"MEXV2-EDGE-0287","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 137 Num. 4","4. La Dirección Ejecutiva del Registro Federal de Electores proveerá lo necesario para que las listas nominales se pongan en conocimiento de la ciudadanía en cada distrito.","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0288","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 138 Num. 1","1. A fin de actualizar el Padrón Electoral, el Instituto, a través de la Dirección Ejecutiva del Registro Federal de Electores realizará anualmente, a partir del día 1o. de septiembre y hasta el 15 de","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0289","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 138 Num. 2","2. Durante el periodo de actualización deberán acudir ante las oficinas de la Dirección Ejecutiva del Registro Federal de Electores, en los lugares que ésta determine, para ser incorporados al Padrón ","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0290","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 138 Num. 3","3. Durante el periodo de actualización también deberán acudir a las oficinas los ciudadanos incorporados en el Padrón Electoral que: a) No hubieren notificado su cambio de domicilio; b) Hubieren extra","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0291","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 138 Num. 4","4. Los ciudadanos al acudir voluntariamente a darse de alta o dar aviso de cambio de domicilio, o bien al ser requeridos por el personal del Instituto durante la aplicación de la técnica censal, tendr","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0292","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 138 Num. 5","5. Los partidos políticos nacionales y los medios de comunicación podrán coadyuvar con el Instituto en las tareas de orientación ciudadana.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0293","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 139 Num. 1","1. Los Ciudadanos podrán solicitar su inscripción en el Padrón Electoral, en periodos distintos a los de actualización a que se refiere el artículo anterior, desde el día siguiente al de la elección, ","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0294","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 140 Num. 1","1. La solicitud de incorporación al Padrón Electoral se hará en formas individuales en las que se asentarán los siguientes datos: a) Apellido paterno, apellido materno y nombre completo; b) Lugar y fe","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0295","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 141 Num. 1","1. Los ciudadanos mexicanos residentes en el territorio nacional, que se encuentren incapacitados físicamente para acudir a inscribirse ante las oficinas de la Dirección Ejecutiva del Registro Federal","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0296","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 142 Num. 1","1. Dentro de los treinta días siguientes a su cambio de domicilio, los ciudadanos inscritos en el Padrón Electoral, deberán dar el aviso correspondiente ante la oficina del Instituto más cercana a su ","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0297","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 143 Num. 1","1. [Podrán solicitar la expedición de credencial para votar con fotografía o la rectificación ante la oficina del Instituto responsable de la inscripción, o en el caso de ciudadanos residentes en el e","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0298","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 143 Num. 3","3. En el año de la elección los ciudadanos que se encuentren en el supuesto del inciso a) del párrafo 1 de este artículo, podrán promover la instancia administrativa correspondiente para obtener su cr","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0299","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 143 Num. 4","4. En las oficinas del Registro Federal de Electores, existirán a disposición de los ciudadanos los formatos necesarios para la presentación de la solicitud respectiva.","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0301","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 144 Num. 2","2. La técnica censal parcial tendrá por objeto recabar la información básica de los ciudadanos no incluidos en el Padrón Electoral o, en su caso, verificar los datos contenidos en el mismo, mediante v","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0302","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 147 Num. 2","2. La sección electoral es la fracción territorial de los distritos electorales uninominales para la inscripción de los ciudadanos en el Padrón Electoral y en las listas nominales de electores.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0303","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 148 Num. 1","1. [En cada junta distrital, de manera permanente, el Instituto pondrá a disposición de los ciudadanos los medios para consulta electrónica de su inscripción en el Padrón Electoral y en las correspond","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0304","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 148 Num. 2","2. Los partidos políticos tendrán acceso en forma permanente a la base de datos del Padrón Electoral y las listas nominales, exclusivamente para su revisión, y no podrán usar dicha información para fi","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0305","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 149 Num. 1","1. [Las observaciones pertinentes que los ciudadanos formulen a las listas nominales de electores serán comunicadas por las juntas distritales a la Dirección Ejecutiva del Registro Federal de Electore","statutory","3","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0306","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 150 Num. 1","1. [Los partidos políticos, conforme a lo establecido en el párrafo 2 del artículo 148 de esta Ley, podrán formular a la Dirección Ejecutiva del Registro Federal de Electores sus observaciones sobre l","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0307","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 150 Num. 2","2. La Dirección Ejecutiva examinará las observaciones de los partidos políticos haciendo, en su caso, las modificaciones que conforme a derecho hubiere lugar.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0311","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 151 Num. 1","1. El 15 de febrero del año en que se celebre el proceso electoral ordinario, la Dirección Ejecutiva del Registro Federal de Electores entregará en medios magnéticos, a cada uno de los partidos políti","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0312","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 151 Num. 2","2. Los partidos políticos podrán formular observaciones a dichas listas, señalando hechos y casos concretos e individualizados, hasta el 14 de marzo inclusive.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0315","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 152 Num. 1","1. Los partidos políticos contarán en el Instituto con terminales de computación que les permitan tener acceso a la información contenida en el Padrón Electoral y en las listas nominales de electores.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0316","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 152 Num. 2","2. De igual manera, la Dirección Ejecutiva del Registro Federal de Electores instalará centros estatales de consulta del padrón electoral para su utilización por los representantes de los partidos pol","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0317","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 153 Num. 1","1. La Dirección Ejecutiva del Registro Federal de Electores, una vez concluidos los procedimientos a que se refieren los artículos anteriores, elaborará e imprimirá las listas nominales de electores d","statutory","4","discretionary","yes","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0318","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 153 Num. 2","2. A los partidos políticos les será entregado un tanto de la lista nominal de electores con fotografía a más tardar un mes antes de la jornada electoral.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0319","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 154 Num. 2","2. Los servidores públicos del Registro Civil deberán informar al Instituto de los fallecimientos de ciudadanos, dentro de los diez días siguientes a la fecha de expedición del acta respectiva.","statutory","3","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0320","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 154 Num. 3","3. Los jueces que dicten resoluciones que decreten la suspensión o pérdida de derechos políticos o la declaración de ausencia o presunción de muerte de un ciudadano así como la rehabilitación de los d","statutory","3","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0321","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 1","1. Las solicitudes de trámite realizadas por los ciudadanos residentes en territorio nacional, que no cumplan con la obligación de acudir a la oficina o módulo del Instituto correspondiente a su domic","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0322","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 2","2. [En el supuesto a que se refiere el párrafo anterior, la Dirección Ejecutiva del Registro Federal de Electores elaborará relaciones con los nombres de los ciudadanos cuyas solicitudes hubiesen sido","statutory","4","mandatory","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0323","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 3","3. Dichas relaciones serán exhibidas entre el 1o. y el 31 de mayo, en las oficinas del Instituto, a fin de que surtan efectos de notificación por estrados a los ciudadanos interesados y éstos tengan l","statutory","4","discretionary","yes","yes","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0324","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 4","4. [Los formatos de las credenciales de los ciudadanos cuya solicitud haya sido cancelada en los términos de los párrafos precedentes, serán destruidos ante las respectivas comisiones de vigilancia en","statutory","3","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0325","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 6","6. Los formatos de las credenciales de los ciudadanos que solicitaron su inscripción al padrón electoral o efectuaron alguna solicitud de actualización durante los dos años anteriores al de la elecció","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0326","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 7","7. Asimismo, la Dirección Ejecutiva del Registro Federal de Electores dará de baja del padrón electoral a los ciudadanos que hubiesen avisado su cambio de domicilio mediante solicitud en que conste su","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0327","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 8","8. En aquellos casos en que los ciudadanos hayan sido suspendidos en el ejercicio de sus derechos políticos por resolución judicial, serán excluidos del Padrón Electoral y de la lista nominal de elect","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0328","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 155 Num. 9","9. [Serán dados de baja del Padrón Electoral los ciudadanos que hayan fallecido, siempre y cuando quede acreditado con la documentación de las autoridades competentes o, en su defecto, mediante los pr","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0329","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 156 Num. 1","1. La credencial para votar deberá contener, cuando menos, los siguientes datos del elector: a) Entidad federativa, municipio y localidad que corresponden al domicilio. En caso de los ciudadanos resid","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0330","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 156 Num. 3","3. A más tardar el último día de enero del año en que se celebren las elecciones, los ciudadanos cuya credencial para votar hubiera sido extraviada, robada o sufrido deterioro grave, deberán solicitar","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0331","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 157","[1. Las comisiones de vigilancia se integrarán por: a) El Director Ejecutivo del Registro Federal de Electores o, en su caso, los vocales correspondientes de las juntas locales o distritales ejecutiva","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0332","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 157 Num. 3","3. Los partidos políticos deberán acreditar oportunamente a sus representantes ante las respectivas comisiones de vigilancia, los que podrán ser sustituidos en todo tiempo.]  Artículo declarado inváli","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0333","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 159 Num. 1","1. Los partidos políticos tienen derecho al uso de manera permanente de los medios de comunicación social.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0334","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 159 Num. 4","4. Los partidos políticos, precandidatos y candidatos a cargos de elección popular, en ningún momento podrán contratar o adquirir, por sí o por terceras personas, tiempos en cualquier modalidad de rad","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0335","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 159 Num. 5","5. Ninguna persona física o moral, sea a título propio o por cuenta de terceros, podrá contratar propaganda en radio y televisión dirigida a influir en las preferencias electorales de los ciudadanos, ","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0336","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 160 Num. 1","1. El Instituto es la autoridad única para la administración del tiempo que corresponda al Estado en radio y televisión destinado a los fines propios del Instituto y a los de otras autoridades elector","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0337","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 160 Num. 2","2. El Instituto garantizará a los partidos políticos el uso de sus prerrogativas constitucionales en radio y televisión; establecerá las pautas para la asignación de los mensajes y programas que tenga","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0338","Mexico","MEX-MECH-","","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 164 Num. 1","1. Los Organismos Públicos Locales deberán solicitar al Instituto el tiempo de radio y televisión que requieran para el cumplimiento de sus fines. El Instituto resolverá lo conducente.","statutory","3","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0339","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 167 Num. 1","1. Durante las precampañas y campañas electorales federales, el tiempo en radio y televisión, convertido a número de mensajes, asignable a los partidos políticos, se distribuirá entre ellos conforme a","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0340","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 167 Num. 4","4. Tratándose de precampañas y campañas en elecciones locales, la base para la distribución del setenta por ciento del tiempo asignado a los partidos políticos será el porcentaje de votación obtenido ","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0341","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 167 Num. 5","5. Los partidos políticos de nuevo registro, tanto nacionales como locales, según sea el caso, participarán solamente en la distribución del treinta por ciento del tiempo a que se refiere el párrafo 1","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0342","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 167 Num. 6","6. Para la determinación del número de mensajes a distribuir entre los partidos políticos, las unidades de medida son: treinta segundos, uno y dos minutos, sin fracciones; el reglamento determinará lo","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0343","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 167 Num. 7","7. El tiempo que corresponda a cada partido será utilizado exclusivamente para la difusión de mensajes cuya duración será la establecida en el presente capítulo. Las pautas serán elaboradas consideran","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0344","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 168 Num. 3","3. Los mensajes de precampaña de los partidos políticos serán transmitidos de acuerdo a la pauta que apruebe el Comité de Radio y Televisión del Instituto.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0345","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 169 Num. 1","1. Del tiempo total disponible a que se refiere el párrafo 1 del artículo 165 de esta Ley, durante las campañas electorales federales, el Instituto destinará a los partidos políticos en conjunto, cuar","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0346","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 170 Num. 1","1. El tiempo a que se refiere el párrafo 1 del artículo anterior será distribuido entre los partidos políticos, según sea el caso, conforme a lo establecido en el artículo 167 de esta Ley.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0347","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 170 Num. 2","2. Los mensajes de campaña de los partidos políticos serán transmitidos de acuerdo con la pauta que apruebe el Comité de Radio y Televisión del Instituto.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0348","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 172 Num. 1","1. Cada partido político determinará, para cada entidad federativa, la distribución de los mensajes a que tenga derecho entre las campañas federales de diputados y senadores.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0349","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 173 Num. 1","1. En las entidades federativas con procesos electorales locales con jornadas comiciales coincidentes con la federal, del tiempo total establecido en el párrafo 1 del artículo 169 de esta Ley, el Inst","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0350","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 173 Num. 3","3. Para la distribución entre los partidos políticos del tiempo establecido en el párrafo 1 de este artículo, convertido a número de mensajes, las autoridades electorales locales aplicarán, en lo cond","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0351","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 176 Num. 1","1. Para su asignación entre los partidos políticos, durante el periodo de precampañas locales, del tiempo a que se refiere el artículo anterior, el Instituto pondrá a disposición de la autoridad elect","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0352","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 176 Num. 2","2. Las autoridades antes señaladas asignarán entre los partidos políticos, el tiempo a que se refiere el párrafo anterior aplicando, en lo conducente, las reglas establecidas en el artículo 167 de est","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0353","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-LGIPE","MEX-LGIPE 176 Num. 3","3. [Los mensajes de precampaña de los partidos políticos serán transmitidos de acuerdo a la pauta que apruebe a propuesta del Organismo Público Local competente, el Comité de Radio y Televisión.]  Num","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
