"provision_id","source_id","citation","mechanism","authority","actor","obligation_or_faculty","legal_anchor_type","anchor_strength","senate_reference_type","senate_as_grammatical_subject","has_functional_keyword","in_target_mechanism","functional_types","patch_candidate","text_excerpt"
"MEX-LFCP-0004","MEX-LFCP","MEX-LFCP 3","popular_consultation","INE|TEPJF|SCJN|Congress","INE|TEPJF|SCJN|Congress","obligation","statutory","4","generic_congress","no","yes","yes","popular_consultation_procedure","no","La aplicación de las normas de esta Ley corresponde al Congreso de la Unión, a la Suprema Corte de Justicia de la Nación, al Instituto Nacional Electoral y al Tribunal Electoral del Poder Judicial de la Federación, en sus respectivos ámbitos de competencia. En el caso del Instituto, la organización "
"MEX-LFCP-0012","MEX-LFCP","MEX-LFCP 9 Fr. IV.","popular_consultation","Congress","Congress","","statutory","4","generic_congress","no","yes","yes","popular_consultation_procedure","no","IV. Constitución: Constitución Política de los Estados Unidos Mexicanos; V. Convocatoria: Convocatoria de consulta popular expedida por el Congreso de la Unión;"
"MEX-LFCP-0026","MEX-LFCP","MEX-LFCP 12 Fr. III.","vote|popular_consultation","Congress","Congress|Citizens","","statutory","4","generic_congress","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","III. Las ciudadanas y los ciudadanos en un número equivalente, al menos, al dos por ciento de las personas inscritas en la lista nominal de electores, para el caso de temas de trascendencia nacional, y el mismo porcentaje de las personas inscritas en la lista nominal de electores correspondiente a l"
"MEX-LFCP-0029","MEX-LFCP","MEX-LFCP 15","popular_consultation","Congress","Congress","","statutory","4","generic_congress","no","yes","yes","other_functional","no","El formato para la obtención de firmas lo determinarán las Cámaras del Congreso de la Unión, previa consulta al Instituto, preservando que cumpla con los requisitos que señala esta Ley y que deberá contener por lo menos: I. El tema de trascendencia nacional o regional competencia de la Federación pl"
"MEX-LFCP-0031","MEX-LFCP","MEX-LFCP 15 Fr. IV.","vote|popular_consultation","Congress","Congress|Citizens","","statutory","4","generic_congress","no","yes","yes","popular_consultation_procedure","no","IV. El nombre, firma, la clave de elector o el número identificador al reverso de la credencial de elector derivado del reconocimiento óptico de caracteres (OCR) de la credencial para votar con fotografía vigente, y V. La fecha de expedición. Si las firmas se presentaran en un formato diverso al ent"
"MEX-LFCP-0032","MEX-LFCP","MEX-LFCP 16","vote|popular_consultation","SCJN|Congress","SCJN|Congress|Citizens","faculty","statutory","4","generic_congress","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","El Presidente de la República sólo podrá presentar una petición para cada jornada de consulta popular. Tratándose de las peticiones de consulta popular formuladas por las legisladoras y los legisladores integrantes de las Cámaras del Congreso, serán objeto de la Convocatoria aquellas que sean admiti"
"MEX-LFCP-0051","MEX-LFCP","MEX-LFCP 27 Fr. IV.","popular_consultation","SCJN","SCJN","","statutory","4","specific","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","IV. Aprobada la petición por el Congreso, la Cámara revisora la enviará a la Suprema Corte junto con la propuesta de pregunta para que resuelva y le notifique sobre su constitucionalidad dentro de un plazo de veinte días naturales; Fracción recorrida DOF 19-05-2021 V. Recibida la solicitud del Congr"
"MEX-LFCP-0052","MEX-LFCP","MEX-LFCP 27 Fr. VI.","","SCJN","SCJN","","statutory","3","specific","no","yes","no","legislative_procedure|popular_consultation_procedure","no","VI. En el supuesto de que la Suprema Corte declare la inconstitucionalidad de la materia de la consulta, la Presidencia de la Mesa Directiva de la Cámara revisora publicará la resolución en la Gaceta, dará cuenta y procederá a su archivo como asunto total y definitivamente concluido, y"
"MEX-LFCP-0082","MEX-LFCP","MEX-LFCP 41","popular_consultation","Congress","Congress|Citizens","faculty","statutory","4","generic_congress","no","yes","yes","popular_consultation_procedure","no","El Instituto promoverá la difusión y discusión informada de las consultas que hayan sido convocadas por el Congreso de la Unión a través de los tiempos de radio y la televisión que correspondan al propio Instituto. Cuando a juicio del Instituto el tiempo total en radio y televisión a que se refiere "
"MEX-LFCP-0118","MEX-LFCP","MEX-LFCP 65","popular_consultation|electoral_remedies|electoral_authority_internal_governance","INE|Congress","INE|Congress|Citizens","","statutory","4","generic_congress","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","El recurso de apelación previsto en la Ley General del Sistema de Medios de Impugnación en Materia Electoral será procedente para impugnar el informe que rinda el Secretario Ejecutivo del Instituto sobre el resultado de la verificación del porcentaje señalado en el artículo 35, fracción VIII, numera"
"MEX-LFRM-0061","MEX-LFRM","MEX-LFRM 58","vote|recall|electoral_remedies","TEPJF|SCJN|Congress","TEPJF|SCJN|Congress|Citizens","","statutory","4","generic_congress","no","yes","yes","other_functional","no","La revocación de mandato sólo procederá por mayoría absoluta. Cuando la declaratoria de validez que emita el Tribunal Electoral indique que la participación total de la ciudadanía en el proceso de revocación de mandato fue, al menos, del cuarenta por ciento de las personas inscritas en la lista nomi"
"MEX-LFRM-0072","MEX-LFRM","MEX-LFRM 61 Fr. XIII","recall","SCJN|Congress","SCJN|Congress","","statutory","4","generic_congress","no","yes","yes","other_functional","no","XIII de esta decisión. CUARTO. Se declara la invalidez de los artículos 32, párrafo último, 59 y 61 de la Ley Federal de Revocación de Mandato, publicada en el Diario Oficial de la Federación el catorce de septiembre de dos mil veintiuno, en atención a lo dispuesto en los apartados X, XI y XII de es"
"MEX-LGIPE-0033","MEX-LGIPE","MEX-LGIPE 14 Num. 2","vote","","","","statutory","4","specific","no","yes","yes","other_functional","no","2. [La Cámara de Senadores se integrará por 128 senadores, de los cuales, en cada Estado y en el Distrito Federal, dos serán electos según el principio de votación mayoritaria relativa y uno será asignado a la primera minoría. Los 32 senadores restantes serán elegidos por el principio de representac"
"MEX-LGIPE-0034","MEX-LGIPE","MEX-LGIPE 14 Num. 3","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","3. Para cada entidad federativa, los partidos políticos deberán registrar una lista con dos fórmulas de candidatos a senadores. La senaduría de primera minoría le será asignada a la fórmula de candidatos que encabece la lista del partido político que, por sí mismo, haya ocupado el segundo lugar en n"
"MEX-LGIPE-0036","MEX-LGIPE","MEX-LGIPE 14 Num. 5","right_to_stand_for_election","","","","statutory","4","specific","no","yes","yes","other_functional","no","5. En el caso de las candidaturas independientes las fórmulas deberán estar integradas por personas del mismo género. ## CAPÍTULO II De la Representación Proporcional para la Integración de las Cámaras de Diputados y Senadores y de las Fórmulas de Asignación"
"MEX-LGIPE-0053","MEX-LGIPE","MEX-LGIPE 21 Num. 1","vote|political_parties|independent_candidacies","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","1. Para la asignación de senadores por el principio de representación proporcional a que se refiere el segundo párrafo del artículo 56 de la Constitución, se utilizará la fórmula de proporcionalidad pura y se atenderán las siguientes reglas: a) Se entiende por votación total emitida para los efectos"
"MEX-LGIPE-0055","MEX-LGIPE","MEX-LGIPE 21 Num. 3","vote","","","","statutory","4","specific","no","no","yes","other_functional","no","3. Cociente natural: es el resultado de dividir la votación nacional emitida, entre el número por repartir de senadores electos por el principio de representación proporcional."
"MEX-LGIPE-0056","MEX-LGIPE","MEX-LGIPE 21 Num. 4","vote|political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","4. Resto mayor: es el remanente más alto entre los restos de las votaciones de cada partido político después de haber participado en la distribución de senadores mediante el cociente natural. El resto mayor deberá utilizarse cuando aún hubiese senadores por distribuir."
"MEX-LGIPE-0057","MEX-LGIPE","MEX-LGIPE 21 Num. 5","vote|political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","5. Para la aplicación de la fórmula, se observará el procedimiento siguiente: a) Por el cociente natural se distribuirán a cada partido político tantos senadores como número de veces contenga su votación dicho cociente, y b) Después de aplicarse el cociente natural, si aún quedasen senadores por rep"
"MEX-LGIPE-0496","MEX-LGIPE","MEX-LGIPE 172 Num. 1","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","1. Cada partido político determinará, para cada entidad federativa, la distribución de los mensajes a que tenga derecho entre las campañas federales de diputados y senadores."
"MEX-LGIPE-0640","MEX-LGIPE","MEX-LGIPE 218 Num. 1","electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","1. El Consejo General organizará dos debates obligatorios entre todos los candidatos a la Presidencia de la República y promoverá, a través de los consejos locales y distritales, la celebración de debates entre candidatos a senadores y diputados federales."
"MEX-LGIPE-0669","MEX-LGIPE","MEX-LGIPE 226 Num. 2","electoral_authority_internal_governance","INE|Congress","INE|Congress","","statutory","4","generic_congress","no","yes","yes","other_functional","no","2. Al menos treinta días antes del inicio formal de los procesos a que se refiere el párrafo inmediato anterior, cada partido determinará, conforme a sus Estatutos, el procedimiento aplicable para la selección de sus candidatos a cargos de elección popular, según la elección de que se trate. La dete"
"MEX-LGIPE-0693","MEX-LGIPE","MEX-LGIPE 232 Num. 3","right_to_stand_for_election|political_parties","Congress","Congress|Political_parties","","statutory","4","generic_congress","no","yes","yes","other_functional","no","3. Los partidos políticos promoverán y garantizarán la paridad entre los géneros en la postulación de candidaturas a los cargos de elección popular para la integración del Congreso de la Unión, los Congresos de las Entidades Federativas, las planillas de Ayuntamientos y de las Alcaldías."
"MEX-LGIPE-0707","MEX-LGIPE","MEX-LGIPE 237 Fr. IV.","electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","IV. Los candidatos a senadores electos por el principio de representación proporcional, por el Consejo General, y"
"MEX-LGIPE-0711","MEX-LGIPE","MEX-LGIPE 237 Num. 4","political_parties|electoral_authority_internal_governance","INE","INE|Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","4. En el caso de que los partidos políticos decidan registrar ante el Consejo General del Instituto, de manera supletoria, a alguno o a la totalidad de los candidatos a Diputados o Senadores por el principio de mayoría relativa, deberán hacerlo a más tardar tres días antes de que venzan los plazos a"
"MEX-LGIPE-0716","MEX-LGIPE","MEX-LGIPE 238 Num. 5","right_to_stand_for_election|political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","5. La solicitud de cada partido político para el registro de la lista nacional de candidaturas a senadores por el principio de representación proporcional para la circunscripción plurinominal nacional, deberá acompañarse, además de los documentos referidos en los párrafos anteriores, de la constanci"
"MEX-LGIPE-0738","MEX-LGIPE","MEX-LGIPE 243 Num. 4","electoral_authority_internal_governance","INE|Congress","INE|Congress","","statutory","4","specific","no","no","yes","other_functional","no","4. El Consejo General, en la determinación de los topes de gastos de campaña, aplicará las siguientes reglas: a) [Para la elección de Presidente de los Estados Unidos Mexicanos, a más tardar el día último de octubre del año anterior al de la elección, procederá en los siguientes términos:]  Párrafo "
"MEX-LGIPE-0801","MEX-LGIPE","MEX-LGIPE 266 Num. 2","right_to_stand_for_election|political_parties|independent_candidacies|electoral_authority_internal_governance","INE","INE|Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","2. Las boletas para la elección de Presidente de los Estados Unidos Mexicanos, senadores y diputados, contendrán: a) Entidad, distrito, número de la circunscripción plurinominal, municipio o delegación; b) Cargo para el que se postula al candidato o candidatos; c) Emblema a color de cada uno de los "
"MEX-LGIPE-0803","MEX-LGIPE","MEX-LGIPE 266 Num. 4","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","4. Las boletas para la elección de senadores llevarán impresas la lista nacional de los candidatos propietarios y suplentes, que postulen los partidos políticos."
"MEX-LGIPE-0858","MEX-LGIPE","MEX-LGIPE 284 Num. 2","vote","","","faculty","statutory","4","specific","no","no","yes","other_functional","no","2. Una vez asentados los datos a que se refiere el inciso anterior, se observará lo siguiente: a) Si el elector se encuentra fuera de su sección, pero dentro de su distrito, podrá votar por diputados por los principios de mayoría relativa y de representación proporcional, por senador por los princip"
"MEX-LGIPE-0872","MEX-LGIPE","MEX-LGIPE 289 Num. 1","vote|popular_consultation","","","","statutory","4","specific","no","yes","yes","popular_consultation_procedure","no","1. El escrutinio y cómputo se llevará a cabo en el orden siguiente: a) De Presidente de los Estados Unidos Mexicanos; b) De senadores; c) De diputados, y d) De consulta popular"
"MEX-LGIPE-0936","MEX-LGIPE","MEX-LGIPE 313 Num. 1","vote","","","","statutory","4","specific","no","no","yes","other_functional","no","1. El cómputo distrital de la votación para senador se sujetará al procedimiento siguiente: a) Se harán las operaciones señaladas en los incisos a) al e) y h) del párrafo 1 del artículo 311 de esta Ley; b) Acto seguido, se procederá a extraer los expedientes de las casillas especiales relativos a la"
"MEX-LGIPE-0939","MEX-LGIPE","MEX-LGIPE 316 Num. 1","","","","","statutory","3","specific","no","yes","no","other_functional","no","1. El presidente del consejo distrital deberá: a) Integrar el expediente del cómputo distrital de la elección de diputados de mayoría relativa con las actas de las casillas, el original del acta de cómputo distrital, el acta circunstanciada de la sesión de cómputo y el informe del propio presidente "
"MEX-LGIPE-0943","MEX-LGIPE","MEX-LGIPE 319 Num. 1","vote","","","","statutory","4","specific","no","no","yes","other_functional","no","1. Los consejos locales celebrarán sesión el domingo siguiente al día de la jornada electoral, para efectuar el cómputo de entidad federativa correspondiente a la elección de senadores por el principio de mayoría relativa y la declaratoria de validez de la propia elección."
"MEX-LGIPE-0945","MEX-LGIPE","MEX-LGIPE 320 Num. 1","vote|right_to_stand_for_election|electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","1. El cómputo de entidad federativa es el procedimiento por el cual cada uno de los consejos locales determina, mediante la suma de los resultados anotados en las actas de cómputo distrital de la elección de senadores por el principio de mayoría relativa, la votación obtenida en esta elección en la "
"MEX-LGIPE-0947","MEX-LGIPE","MEX-LGIPE 321 Num. 1","vote|electoral_remedies","TEPJF","TEPJF","","statutory","4","specific","no","yes","yes","other_functional","no","1. El presidente del consejo local deberá: a) Expedir, al concluir la sesión de cómputo de entidad federativa y de declaración de validez de la elección de senadores de mayoría relativa, las constancias de mayoría y validez a las fórmulas para senador que hubiesen obtenido el triunfo, y la constanci"
"MEX-LGIPE-0953","MEX-LGIPE","MEX-LGIPE 327 Num. 1","electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","1. En los términos de los artículos 54 y 56 de la Constitución, el Consejo General procederá a la asignación de diputados y senadores electos por el principio de representación proporcional conforme a los artículos 15 al 21 de esta Ley."
"MEX-LGIPE-0955","MEX-LGIPE","MEX-LGIPE 328 Num. 1","vote|political_parties|electoral_authority_internal_governance","INE|Congress","INE|Congress|Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","1. El Presidente del Consejo General expedirá a cada partido político, las constancias de asignación proporcional, de lo que informará a la Secretaría General de la Cámara de Diputados y a la Secretaría General de Servicios Parlamentarios de la Cámara de Senadores, respectivamente. ## LIBRO SEXTO De"
"MEX-LGIPE-0956","MEX-LGIPE","MEX-LGIPE 329","vote","","Citizens","","statutory","4","specific","no","no","yes","other_functional","no","[1. Los ciudadanos que residan en el extranjero podrán ejercer su derecho al voto para la elección de Presidente de los Estados Unidos Mexicanos y senadores, así como de Gobernadores de las entidades federativas y del Jefe de Gobierno del Distrito Federal, siempre que así lo determinen las Constituc"
"MEX-LGIPE-0967","MEX-LGIPE","MEX-LGIPE 332 Num. 1","vote","","Citizens","","statutory","4","specific","no","no","yes","other_functional","no","1. [La solicitud de inscripción en la sección del padrón electoral de los ciudadanos residentes en el extranjero, tendrá efectos legales de notificación al Instituto de la decisión del ciudadano de votar desde el extranjero en la elección para Presidente de los Estados Unidos Mexicanos, senadores, y"
"MEX-LGIPE-1031","MEX-LGIPE","MEX-LGIPE 349 Num. 2","vote|political_parties|electoral_authority_internal_governance","","Political_parties","","statutory","4","specific","no","no","yes","appointment_ratification","no","2. El personal del Instituto designado previamente por la Junta General Ejecutiva, procederá, en presencia de los representantes generales de los partidos políticos, a realizar la suma de los resultados consignados en las actas de escrutinio y cómputo de las respectivas mesas, para obtener el result"
"MEX-LGIPE-1034","MEX-LGIPE","MEX-LGIPE 350 Num. 1","vote|electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","1. [Concluido en su totalidad el escrutinio y cómputo de los votos emitidos en el extranjero, y después de que el presidente del Consejo General haya dado a conocer los resultados de los estudios a que se refiere el inciso l) del párrafo 1 del artículo 45 de esta Ley, el Secretario Ejecutivo informa"
"MEX-LGIPE-1038","MEX-LGIPE","MEX-LGIPE 351 Num. 3","vote|electoral_remedies|electoral_authority_internal_governance","TEPJF","TEPJF","","statutory","4","specific","no","yes","yes","other_functional","no","3. Las boletas electorales, los originales de las actas de escrutinio y cómputo de las mesas y del cómputo por distrito electoral uninominal, así como el informe circunstanciado que elabore la Junta General Ejecutiva, respecto de la votación emitida en el extranjero para la elección de Presidente de"
"MEX-LGIPE-1053","MEX-LGIPE","MEX-LGIPE 357 Num. 1","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","no","yes","other_functional","no","1. Las disposiciones contenidas en este Libro, tienen por objeto regular las candidaturas independientes para Presidente de los Estados Unidos Mexicanos, diputados y senadores del Congreso de la Unión por el principio de mayoría relativa, en términos de lo dispuesto en la fracción II del artículo 35"
"MEX-LGIPE-1061","MEX-LGIPE","MEX-LGIPE 363 Num. 1","independent_candidacies","Congress","Congress","","statutory","4","specific","no","yes","no","other_functional","no","1. Para los efectos de la integración del Congreso de la Unión en los términos de los artículos 52 y 56 de la Constitución, los Candidatos Independientes para el cargo de diputado deberán registrar la fórmula correspondiente de propietario y suplente. En el caso de la integración de la Cámara de Sen"
"MEX-LGIPE-1077","MEX-LGIPE","MEX-LGIPE 371 Num. 2","vote","","Citizens","","statutory","4","specific","no","yes","yes","other_functional","no","2. Para fórmulas de senadores de mayoría relativa, la cédula de respaldo deberá contener cuando menos la firma de una cantidad de ciudadanos equivalente al 2% de la lista nominal de electores correspondiente a la entidad federativa en cuestión, con corte al 31 de agosto del año previo al de la elecc"
"MEX-LGIPE-1095","MEX-LGIPE","MEX-LGIPE 382 Num. 1","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","no","yes","other_functional","no","1. Los plazos y órganos competentes para el registro de las candidaturas independientes en el año de la elección, serán los mismos que se señalan en la presente Ley para el Presidente de la República, diputados y senadores del Congreso de la Unión."
"MEX-LGIPE-1128","MEX-LGIPE","MEX-LGIPE 396 Num. 1","independent_candidacies|electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","appointment_ratification","no","1. Los Candidatos Independientes, de conformidad con lo previsto por los reglamentos de sesiones de los Consejos General, locales y distritales aprobados por el Consejo General, podrán designar representantes ante los órganos del Instituto, en los términos siguientes: a) Los Candidatos Independiente"
"MEX-LGIPE-1182","MEX-LGIPE","MEX-LGIPE 437 Num. 1","vote|independent_candidacies","","","","statutory","4","specific","no","no","yes","other_functional","no","1. Para determinar la votación nacional emitida que servirá de base para la asignación de diputados y senadores por el principio de representación proporcional, en términos de lo previsto por la Constitución y esta Ley, no serán contabilizados los votos recibidos a favor de Candidatos Independientes"
"MEX-LGIPE-1375","MEX-LGIPE","MEX-LGIPE 498 Num. 3","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","3. La etapa de convocatoria y postulación de candidaturas inicia con la publicación de la convocatoria general que emita el Senado de la República conforme a la fracción I del primer párrafo del artículo 96 de la Constitución, y concluye con la remisión por dicho órgano legislativo del listado de ca"
"MEX-LGIPE-1382","MEX-LGIPE","MEX-LGIPE 499 Num. 1","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","1. El Senado de la República, dentro de los treinta días naturales siguientes a la instalación del primer periodo ordinario de sesiones del año anterior al de la elección que corresponda, emitirá la convocatoria general dirigida a los Poderes de la Unión para integrar el listado de candidaturas para"
"MEX-LGIPE-1385","MEX-LGIPE","MEX-LGIPE 499 Num. 4","","Congress","Congress","","statutory","3","specific","no","yes","no","judicial_election_procedure","no","4. Para la emisión de la convocatoria general, el órgano de administración judicial comunicará oportunamente al Senado de la República los cargos sujetos a elección y el número de vacantes a cubrir, la especialización por materia, el circuito judicial o circunscripción plurinominal respectivo y demá"
"MEX-LGIPE-1386","MEX-LGIPE","MEX-LGIPE 499 Num. 5","transparency_and_accountability","Congress","Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","5. En caso de que el órgano de administración judicial no remita oportunamente la información que requiera el Senado de la República para la elaboración de la convocatoria general, el órgano legislativo lo integrará con la información pública que disponga. Artículo adicionado DOF 14-10-2024"
"MEX-LGIPE-1388","MEX-LGIPE","MEX-LGIPE 500 Num. 2","right_to_stand_for_election|political_parties","Congress","Congress|Political_parties|Citizens","","statutory","4","specific","no","yes","yes","judicial_election_procedure|appointment_ratification","no","2. Cada Poder de la Unión instalará un Comité de Evaluación a través de los mecanismos que determinen dentro de los quince días naturales posteriores a la publicación de la convocatoria general que emita el Senado de la República. Los Comités emitirán las reglas para su funcionamiento. Podrán celebr"
"MEX-LGIPE-1389","MEX-LGIPE","MEX-LGIPE 500 Num. 3","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","3. Los Comités publicarán dentro de los quince días naturales posteriores a su integración las convocatorias para participar en el proceso de evaluación y selección de postulaciones, que contendrán lo siguiente: a) La información pertinente contenida en la convocatoria general que publique el Senado"
"MEX-LGIPE-1394","MEX-LGIPE","MEX-LGIPE 500 Num. 8","vote|right_to_stand_for_election|electoral_remedies","TEPJF|SCJN|Congress","TEPJF|SCJN|Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","8. Los Comités de Evaluación integrarán un listado de las diez personas mejor evaluadas para cada cargo en los casos de Ministras y Ministros de la Suprema Corte de Justicia de la Nación, Magistradas y Magistrados de la Sala Superior y salas regionales del Tribunal Electoral y Magistradas y Magistra"
"MEX-LGIPE-1395","MEX-LGIPE","MEX-LGIPE 500 Num. 9","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","9. Los listados aprobados en términos del párrafo anterior por los Poderes de la Unión serán remitidos al Senado de la República a más tardar el 1o. de febrero del año de la elección que corresponda, en los términos establecidos en la convocatoria general, acompañados de los expedientes que acredite"
"MEX-LGIPE-1396","MEX-LGIPE","MEX-LGIPE 501 Num. 1","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","yes","yes","yes","judicial_election_procedure","yes","1. El Senado de la República integrará los listados y expedientes de las personas postuladas por cada Poder de la Unión conforme al tipo de elección e incorporará a dichos listados a las personas juzgadoras que estén en funciones en los cargos a elegir, exceptuando a aquellas que hayan manifestado a"
"MEX-LGIPE-1397","MEX-LGIPE","MEX-LGIPE 501 Num. 2","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","yes","yes","yes","judicial_election_procedure","yes","2. Las personas juzgadoras en funciones en los cargos a elegir que pretendan contender para un cargo o circuito judicial diverso deberán informarlo al Senado de la República dentro de los treinta días posteriores a la publicación de la convocatoria general, a efectos de no ser incorporadas en los li"
"MEX-LGIPE-1398","MEX-LGIPE","MEX-LGIPE 501 Num. 3","right_to_stand_for_election","Congress","Congress","","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","3. El Senado de la República estará impedido de pronunciarse sobre la elegibilidad o idoneidad de las postulaciones que les sean remitidas y se limitará a integrar y remitir los listados y sus expedientes al Instituto a más tardar el 12 de febrero del año de la elección que corresponda, a efecto de "
"MEX-LGIPE-1399","MEX-LGIPE","MEX-LGIPE 502 Num. 1","right_to_stand_for_election|administrative_responsibility","Congress","Congress","faculty","statutory","4","specific","no","yes","yes","judicial_election_procedure","no","1. En caso de fallecimiento, incapacidad, inhabilitación o declinación de alguna de las personas postuladas, el Poder de la Unión postulante podrá solicitar al Senado de la República su sustitución antes del inicio de la impresión de las boletas electorales, observando el procedimiento de insaculaci"
"MEX-LGIPE-1476","MEX-LGIPE","MEX-LGIPE 534 Num. 3","electoral_remedies","TEPJF|SCJN|Congress","TEPJF|SCJN|Congress","","statutory","4","specific","no","no","yes","other_functional","no","3. La Sala Superior del Tribunal Electoral o en su caso la Suprema Corte de Justicia de la Nación, resolverán las impugnaciones que se hayan presentado contra las constancias de mayoría y declaración de validez, tres días antes de que el Senado de la República instale el primer periodo ordinario de "
"MEX-LGIPE-1477","MEX-LGIPE","MEX-LGIPE 535 Num. 1","vote|political_parties|transparency_and_accountability|electoral_authority_internal_governance","INE|Congress|FGR","INE|Congress|Political_parties|Citizens|FGR|OPLEs","faculty","statutory","4","specific","no","no","yes","judicial_election_procedure|legislative_procedure","no","1. Las personas juzgadoras federales electas deberán tomar protesta ante el Senado de la República el día en que se instale el primer periodo ordinario de sesiones del año de la elección que corresponda. Artículo adicionado DOF 14-10-2024 #### TRANSITORIOS Primero. La presente Ley entrará en vigor a"
"MEX-LGIPE-1478","MEX-LGIPE","MEX-LGIPE 6o","political_parties","Congress","Congress|Political_parties","","statutory","4","specific","no","no","yes","appointment_ratification|legislative_procedure","no","de la Constitución y las leyes respectivas, respecto de la información que presenten los medios de comunicación, cuando consideren que la misma ha deformado hechos o situaciones referentes a sus actividades. Este derecho se ejercitará sin perjuicio de aquellos correspondientes a las responsabilidade"
"MEX-LGIPE-1521","MEX-LGIPE","MEX-LGIPE Único","vote|right_to_stand_for_election|electoral_remedies|electoral_authority_internal_governance","INE|TEPJF|SCJN|Congress","INE|TEPJF|SCJN|Congress|OPLEs","","statutory","4","specific","no","yes","yes","judicial_election_procedure|legislative_procedure","no","### Artículo Único.- Se reforman el numeral 4 del artículo 1; el inciso b) del numeral 1 del artículo 2; el inciso e) del numeral 1 del artículo 30; el inciso e) del numeral 1 del artículo 45; el numeral 1 del artículo 47; el inciso b) del numeral 1 del artículo 48; el numeral 6 del artículo 471; el"
"MEX-LGSMIME-0112","MEX-LGSMIME","MEX-LGSMIME 43 Num. 1","citizen_initiative|electoral_remedies","INE|Congress","INE|Congress|Citizens","","statutory","4","generic_congress","no","yes","yes","legislative_procedure|citizen_initiative_procedure","no","1. El recurso de apelación será procedente para impugnar el informe que rinda el Secretario Ejecutivo del Instituto Nacional Electoral a la Cámara solicitante del Congreso de la Unión, relativo al resultado de la revisión del porcentaje de ciudadanos que hayan suscrito la iniciativa ciudadana, atend"
"MEX-LGSMIME-0136","MEX-LGSMIME","MEX-LGSMIME 50 Fr. II.","vote","","","","statutory","4","specific","no","no","yes","other_functional","no","II.  Por error aritmético. d)  En la elección de senadores por el principio de mayoría relativa y de asignación a la primera minoría: I. Los resultados consignados en las actas de cómputo de entidad federativa, las declaraciones de validez de las elecciones y el otorgamiento de las Constancias de Ma"
"MEX-LGSMIME-0138","MEX-LGSMIME","MEX-LGSMIME 50 Fr. III.","vote","","","","statutory","4","specific","no","no","yes","other_functional","no","III.  Los resultados consignados en las actas de cómputo de entidad federativa, por error aritmético. e)  En la elección de senadores por el principio de representación proporcional, los resultados consignados en las actas de cómputo de entidad federativa respectivas: I. Por nulidad de la votación r"
"MEX-LGSMIME-0155","MEX-LGSMIME","MEX-LGSMIME 55 Num. 1","electoral_remedies","TEPJF|SCJN","TEPJF|SCJN","","statutory","4","specific","no","no","yes","other_functional","no","1. La demanda del juicio de inconformidad deberá presentarse dentro de los cuatro días contados a partir del día siguiente de que concluya la práctica de los cómputos: a)  Distritales de la elección presidencial y de la elección de personas ministras de la Suprema Corte de Justicia de la Nación, así"
"MEX-LGSMIME-0158","MEX-LGSMIME","MEX-LGSMIME 56 Num. 1","vote|right_to_stand_for_election","","","","statutory","4","specific","no","no","yes","other_functional","no","1. Las sentencias que resuelvan el fondo de los juicios de inconformidad podrán tener los efectos siguientes: a)  Confirmar el acto impugnado; b)  Declarar la nulidad de la votación emitida en una o varias casillas para la elección presidencial cuando se den los supuestos previstos en el Título Sext"
