"provision_id","source_id","citation","mechanism","authority","actor","obligation_or_faculty","legal_anchor_type","anchor_strength","senate_reference_type","senate_as_grammatical_subject","has_functional_keyword","in_target_mechanism","functional_types","patch_candidate","text_excerpt"
"MEX-REGCD-0015","MEX-REGCD","MEX-REGCD 3 Fr. XVI.","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","XVI.  Minuta: Es el proyecto de ley o de decreto que se recibe de la Cámara de Senadores o que se envía a ella, en cualquiera de las etapas del proceso legislativo; Fracción recorrida DOF 31-12-2012, 18-12-2015"
"MEX-REGCD-0147","MEX-REGCD","MEX-REGCD 59 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","other_functional","no","1. La Mesa Directiva integrará el proyecto del Orden del día de las sesiones que dará a conocer al Pleno con las propuestas que reciba oportunamente de la Junta, los dictámenes y resoluciones que le turnen las comisiones, así como los asuntos que reciba de la Cámara de Senadores, los otros dos Poder"
"MEX-REGCD-0155","MEX-REGCD","MEX-REGCD 62 Num. 2","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","judicial_election_procedure|legislative_procedure","no","2. El Orden del día de las sesiones contendrá, en el orden acordado por la Mesa Directiva, los apartados siguientes: Lectura del Orden del día; lectura, discusión y, en su caso, aprobación del acta de la Sesión anterior; comunicaciones oficiales; solicitudes de licencia y toma de protesta de diputad"
"MEX-REGCD-0205","MEX-REGCD","MEX-REGCD 80 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","1. El dictamen es un acto legislativo colegiado a través del cual, una o más comisiones facultadas presentan una opinión técnica calificada, por escrito para aprobar o desechar los siguientes asuntos: I. Minutas; II. Iniciativas de ley o de decreto; III. Observaciones hechas por el Titular del Poder"
"MEX-REGCD-0227","MEX-REGCD","MEX-REGCD 89 Num. 3","vote","","","","regulatory_or_parliamentary_procedural","3","specific","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","3. En el caso de las iniciativas preferentes, se observará lo siguiente: I. La comisión o comisiones deberán resolverlas dentro de un término máximo de treinta días naturales, contados a partir de la fecha en que fue presentada, II. El plazo a que se refiere la fracción anterior será improrrogable, "
"MEX-REGCD-0234","MEX-REGCD","MEX-REGCD 92 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","1. Todo dictamen aprobado en sentido positivo por el Pleno se denominará proyecto de ley o decreto, según corresponda. Deberá ser remitido inmediatamente, en su caso, a la Cámara de Senadores, al Titular del Poder Ejecutivo Federal o a las legislaturas de los Estados para sus efectos constitucionale"
"MEX-REGCD-0235","MEX-REGCD","MEX-REGCD 93 Num. 1","","","","faculty","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","1. El proyecto aprobado, antes de que se remita a la Cámara de Senadores, al Titular del Poder Ejecutivo Federal o a las legislaturas de los Estados no podrá modificarse, salvo para hacer las correcciones que demanden el buen uso del lenguaje y la claridad de las leyes o decretos. Dichas modificacio"
"MEX-REGCD-0237","MEX-REGCD","MEX-REGCD 94 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","1. El proyecto enviado a la Cámara de Senadores, a través de oficio, se integrará en un expediente con toda la información generada durante el proceso legislativo. El oficio de remisión será firmado y sellado por el Presidente y al menos un Secretario. Se enviarán, entre otros elementos de informaci"
"MEX-REGCD-0241","MEX-REGCD","MEX-REGCD 95 Num. 3","vote","","","","regulatory_or_parliamentary_procedural","3","specific","no","yes","yes","legislative_procedure","no","3. Para las minutas sobre iniciativas preferentes, se observará lo siguiente: I. El Presidente turnara a la comisión o comisiones que corresponda, en cuanto se reciba y se dé cuenta de esta al Pleno; II. En el momento de anunciar el turno, el Presidente dará treinta días naturales a partir de la rec"
"MEX-REGCD-0374","MEX-REGCD","MEX-REGCD 149 Num. 2","","","Citizens","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","treaty_ratification","no","2. La Junta Directiva de la comisión o comité deberá, en su caso: I. Presentar el proyecto del Programa de trabajo a los integrantes de la comisión o comité; II. Presentar ante el pleno de la comisión, para su aprobación, las propuestas de opinión fundada que tengan que elaborar en términos de la no"
"MEX-REGCD-0402","MEX-REGCD","MEX-REGCD 158 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure|treaty_ratification","no","1. Para el cumplimiento de sus tareas, las comisiones ordinarias de dictamen deberán realizar las siguientes actividades: I. Efectuar la aprobación de las actas de las reuniones; II. Preparar los programas anuales de trabajo; III. Redactar los informes semestrales de actividades; IV. Elaborar los di"
"MEX-REGCD-0409","MEX-REGCD","MEX-REGCD 161 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","1. El programa anual de trabajo de las comisiones ordinarias de dictamen deberá: I. Ser aprobado por la comisión dentro de los dos primeros meses del primer año de ejercicio de la Legislatura y dentro del primer mes de los años segundo y tercero; II. Contener la programación de sus reuniones ordinar"
"MEX-REGCD-0452","MEX-REGCD","MEX-REGCD 175 Num. 1","vote","","","","regulatory_or_parliamentary_procedural","3","specific","no","yes","yes","legislative_procedure","no","1. En las reuniones de las comisiones, los asuntos se tratarán, preferentemente, en el orden siguiente: I. Lectura, discusión y, en su caso, aprobación del Orden del Día; II. Lectura, discusión y, en su caso, aprobación del acta de la Reunión anterior; III. Proyectos de dictamen para discusión y vot"
"MEX-REGCD-0558","MEX-REGCD","MEX-REGCD 216 Num. 1","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure|popular_consultation_procedure","no","1. Las observaciones o modificaciones hechas a un proyecto de ley o decreto por la Cámara de Senadores, en su carácter de Cámara revisora, pasarán a la comisión que dictaminó, y el dictamen de ésta seguirá los trámites que dispone este Reglamento."
"MEX-REGCD-0837","MEX-REGCD","MEX-REGCD Único","","Congress","Congress","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","### Artículo Único.- Se reforman los artículos 184, numeral 2; 287, numeral 2 y 288, numeral 1; y se derogan los artículos 286 y 287, numeral 1, del Reglamento de la Cámara de Diputados, para quedar como sigue: ……… #### Transitorios Primero. El presente Decreto entrará en vigor el día siguiente al d"
"MEX-REGCONG-0003","MEX-REGCONG","MEX-REGCONG 3o","","Congress","Congress","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","other_functional","no","- En el año de la renovación del Poder Legislativo, sin necesidad de citación alguna, los presuntos diputados y senadores se reunirán en sus respectivas Cámaras, a las diez horas del día 15 de agosto. Si no concurrieren en número bastante para integrar el quórum, los presentes se constituirán en Jun"
"MEX-REGCONG-0004","MEX-REGCONG","MEX-REGCONG 4o","vote","","","obligation","regulatory_or_parliamentary_procedural","3","specific","no","no","yes","appointment_ratification","no","- Cuando a dicha reunión o a cualquiera otra posterior, concurrieren más de la mitad del número total de los diputados que deben enviar todos los Distritos Electorales y las dos terceras partes del de senadores, se constituirá Junta Preparatoria, nombrando entonces una y otra Cámara de entre sus res"
"MEX-REGCONG-0005","MEX-REGCONG","MEX-REGCONG 5o","vote","Congress","Congress","","regulatory_or_parliamentary_procedural","3","specific","no","yes","yes","appointment_ratification","no","- En la Primera Junta Preparatoria de la Cámara respectiva los presuntos diputados y senadores presentarán los documentos que los acrediten como tales. Para el estudio y calificación de los expedientes electorales, se procederá en los siguientes términos: I.- En la Cámara de Diputados se nombrarán p"
"MEX-REGCONG-0006","MEX-REGCONG","MEX-REGCONG 6o","political_parties","Congress","Congress|Political_parties","","regulatory_or_parliamentary_procedural","3","specific","no","yes","yes","legislative_procedure","no","- Dentro de los tres días siguientes a la primera Junta Preparatoria se celebrará la segunda, en la que las dos primeras Comisiones Dictaminadoras de la Cámara de Diputados y las del Senado, iniciarán la presentación de sus dictámenes. Darán preferencia a los casos que a su juicio no ameriten discus"
"MEX-REGCONG-0025","MEX-REGCONG","MEX-REGCONG 25","vote","Congress","Congress","","regulatory_or_parliamentary_procedural","3","specific","no","yes","yes","legislative_procedure|treaty_ratification","no","- Son obligaciones de los Secretarios y en su caso de los Prosecretarios: I.- Pasar lista a los diputados o senadores a fin de formar el registro de asistencia; II.- Extender las actas de las sesiones, firmarlas después de aprobadas y consignarlas bajo su firma en el libro respectivo. Las actas de c"
"MEX-REGCONG-0077","MEX-REGCONG","MEX-REGCONG 72","vote","Congress","Congress","","regulatory_or_parliamentary_procedural","3","specific","no","no","yes","appointment_ratification","no","- La Gran Comisión se compondrá en la Cámara de Diputados, de un individuo por cada Estado y cada Territorio y otro por el Distrito Federal; y en la de Senadores, uno por cada Estado y otro por el Distrito Federal, todos los cuales serán designados en la sesión siguiente a la de la apertura del prim"
"MEX-REGCONG-0099","MEX-REGCONG","MEX-REGCONG 94","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","- Las Comisiones, durante el receso, continuarán el estudio de los asuntos pendientes, hasta producir el correspondiente dictamen. También estudiarán y dictaminarán las iniciativas que les sean turnadas por la Comisión Permanente durante el receso. Una vez que estén firmados los dictámenes por la ma"
"MEX-REGCONG-0135","MEX-REGCONG","MEX-REGCONG 130","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure","no","- Cuando alguno de los funcionarios a que hace referencia el artículo 53 de este Reglamento concurra a las Cámaras para informar sobre algún proyecto de ley a discusión o sobre cualquier asunto a debate, ya sea invitado por el Ejecutivo o a iniciativa propia, se concederá primero la palabra al funci"
"MEX-REGCONG-0141","MEX-REGCONG","MEX-REGCONG 136","","","","","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","legislative_procedure|popular_consultation_procedure","no","- Las observaciones o modificaciones hechas a un proyecto de ley por la Cámara revisora o por el Ejecutivo, al volver a la de su origen, pasarán a la Comisión que dictaminó, y el nuevo dictamen de ésta sufrirá todos los trámites que prescribe este Reglamento."
"MEX-REGCONG-0147","MEX-REGCONG","MEX-REGCONG 142","","","","faculty","regulatory_or_parliamentary_procedural","2","specific","no","yes","no","appointment_ratification|legislative_procedure|popular_consultation_procedure","no","- En los casos graves o urgentes se podrá omitir el extracto a que se refiere el artículo anterior; pero pasará una Comisión nombrada por el Presidente a la Cámara revisora, para que, al entregar el expediente original, informe sobre los principales puntos de la discusión y exponga los fundamentos q"
